APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
4366013008,5/10/2022 0:00,Single Family,11340 W SUNSET BLVD,LOS ANGELES,CA,90049,5,"DP 55, LLC",Fatima Arash,914-639-3787,Diamond Properties,Fatima Arash,333  N Bedford RD 145 Mount Kisco NY 10549,914-639-3787,-118.46445,34.07369,POINT (-118.46445 34.07369)
6117010016,1/6/2022 0:00,Single Family,834 W 123RD ST,LOS ANGELES,CA,90044,15,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.29032,33.92102,POINT (-118.29032 33.92102)
4368024012,3/4/2022 0:00,Single Family,911 N LINDA FLORA DR,LOS ANGELES,CA,90049,5,Alterna Capital Solutions LLC,Stan Carpenter,954-707-9367,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.46535,34.08412,POINT (-118.46535 34.08412)
2656027042,4/25/2022 0:00,Multi-Family,9221 N LANGDON AVE,SEPULVEDA,CA,91343,7,PNC MORTGAGE,MARIA CROSS,937-913-7352,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.46993,34.2379,POINT (-118.46993 34.2379)
5209022022,4/29/2022 0:00,Vacant Residential,2659 N PARADISE DR,LOS ANGELES,CA,90032,14,Larry G Garcia and Ofelia D Garcia,Dolly Garcia,626-484-7123,NULL,NULL,,NULL,-118.19866,34.07773,POINT (-118.19866 34.07773)
2362025044,11/24/2022 0:00,Single Family,4705 N WHITSETT AVE 101-106,LOS ANGELES,CA,91604,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.40555,34.15625,POINT (-118.40555 34.15625)
2301019008,2/14/2022 0:00,Single Family,13340 W WILLARD ST,LOS ANGELES,CA,91402,6,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.42417,34.21822,POINT (-118.42417 34.21822)
6036008017,7/28/2022 0:00,Single Family,8730 S RUTHELEN ST,LOS ANGELES,CA,90047,8,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.31269,33.95819,POINT (-118.31269 33.95819)
7458021019,3/24/2022 0:00,Single Family,1135 W 13TH ST,SAN PEDRO,CA,90731,15,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.30203,33.73232,POINT (-118.30203 33.73232)
5464016025,5/25/2022 0:00,Single Family,3760 E MAYFAIR DR,LOS ANGELES,CA,90065,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.21825,34.09948,POINT (-118.21825 34.09948)
4360021044,9/7/2022 0:00,Single Family,633 S WARNER AVE,LOS ANGELES,CA,90024,5,"Real Property Trustee, Inc.",Mike Kemel,877-770-2132,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.43532,34.06969,POINT (-118.43532 34.06969)
6004040032,1/6/2022 0:00,Single Family,429 W 65TH ST,LOS ANGELES,CA,90003,8,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.28152,33.98079,POINT (-118.28152 33.98079)
6039011007,1/12/2022 0:00,Non-Residential,9431 S FIGUEROA ST,LOS ANGELES,CA,90044,8,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.28309,33.95021,POINT (-118.28309 33.95021)
2231010021,1/21/2022 0:00,Single Family,16667 W VICTORY BLVD,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.49691,34.18683,POINT (-118.49691 34.18683)
2620023019,1/28/2022 0:00,Single Family,10338 N CAYUGA AVE,LOS ANGELES,CA,91331,7,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.42132,34.25838,POINT (-118.42132 34.25838)
2149015025,1/4/2022 0:00,Single Family,20850 W MARTHA ST,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.5873,34.17258,POINT (-118.5873 34.17258)
4211029148,11/25/2022 0:00,Single Family,13011 W DISCOVERY CREEK,LOS ANGELES,CA,90094,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.42238,33.97246,POINT (-118.42238 33.97246)
2428022002,9/26/2022 0:00,Multi-Family,6871 W PACIFIC VIEW DR,LOS ANGELES,CA,90068,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34602,34.1223,POINT (-118.34602 34.1223)
4326003069,5/9/2022 0:00,Single Family,10550 W WILSHIRE BLVD 1-50,LOS ANGELES,CA,90024,5,SHAWN DARDASHTI,SHAWN DARDASHTI,818-907-8189,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.43255,34.06277,POINT (-118.43255 34.06277)
7410009030,1/10/2022 0:00,Single Family,1404 W 257TH ST,LOS ANGELES,CA,90710,15,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.30153,33.79038,POINT (-118.30153 33.79038)
2512028062,1/7/2022 0:00,Single Family,13093 N TRIPOLI AVE,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.41667,34.30808,POINT (-118.41667 34.30808)
2662022006,1/5/2022 0:00,Single Family,10828 N AQUEDUCT AVE,LOS ANGELES,CA,91344,12,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.47385,34.26732,POINT (-118.47385 34.26732)
7442030074,9/5/2022 0:00,Single Family,2285 N STONEWOOD CT,LOS ANGELES,CA,90732,15,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30795,33.76521,POINT (-118.30795 33.76521)
2633019023,1/8/2022 0:00,Single Family,11813 W PENDLETON ST,LOS ANGELES,CA,91352,6,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.39079,34.22574,POINT (-118.39079 34.22574)
6055020035,3/17/2022 0:00,Single Family,1661 W CENTURY BLVD,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,Guardian Asset Management,Jessica Zubritsky,2300  E Lincoln HWY 700 Langhorne PA 19047,888-872-9094,-118.3063,33.94561,POINT (-118.3063 33.94561)
5586017062,1/4/2022 0:00,Single Family,2200 N HOLLYRIDGE DR,LOS ANGELES,CA,90068,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31938,34.10911,POINT (-118.31938 34.10911)
5556011010,9/26/2022 0:00,Single Family,8475 W KIRKWOOD DR,HOLLYWOOD,CA,90046,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.376,34.10379,POINT (-118.376 34.10379)
4019006027,3/3/2022 0:00,Single Family,4235 W 59TH ST,LOS ANGELES,CA,90043,8,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.34887,33.9872,POINT (-118.34887 33.9872)
2125020031,6/23/2022 0:00,Single Family,18147 W WELBY WAY,LOS ANGELES,CA,91335,4,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.52903,34.19306,POINT (-118.52903 34.19306)
6015006001,3/4/2022 0:00,Single Family,1658 W 65TH ST,LOS ANGELES,CA,90047,8,Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.30657,33.98051,POINT (-118.30657 33.98051)
2637003001,7/29/2022 0:00,Single Family,8632 N CANTALOUPE AVE,LOS ANGELES,CA,91402,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.4366,34.22705,POINT (-118.4366 34.22705)
2662001024,1/7/2022 0:00,Single Family,11425 N BLUCHER AVE,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.47113,34.27791,POINT (-118.47113 34.27791)
5101037015,10/4/2022 0:00,Single Family,310 W 55TH ST,LOS ANGELES,CA,90037,9,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.27884,33.99229,POINT (-118.27884 33.99229)
6054004023,3/24/2022 0:00,Single Family,811 W 98TH ST,LOS ANGELES,CA,90044,8,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.28973,33.94725,POINT (-118.28973 33.94725)
2146002151,1/4/2022 0:00,Single Family,6221 1/2 N NITA AVE,WOODLAND HILLS,CA,91367,3,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61422,34.18444,POINT (-118.61422 34.18444)
2174012020,1/20/2022 0:00,Single Family,4600 N WESTCHESTER DR,LOS ANGELES,CA,91364,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.58205,34.15313,POINT (-118.58205 34.15313)
6065027040,3/24/2022 0:00,Single Family,10363 S HOLMES AVE,LOS ANGELES,CA,90002,15,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.24139,33.94186,POINT (-118.24139 33.94186)
4362013009,4/6/2022 0:00,Single Family,301 N COPA DE ORO RD,LOS ANGELES,CA,90077,5,First Republic Bank,Maggie Carnero,415-296-3550,NULL,NULL,,NULL,-118.44055,34.0806,POINT (-118.44055 34.0806)
4315014040,6/1/2022 0:00,Single Family,10312 W ALMAYO AVE 1-5,LOS ANGELES,CA,90064,5,Flagstar BANK,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.41445,34.04884,POINT (-118.41445 34.04884)
7416022045,10/27/2022 0:00,Single Family,902 N MCDONALD AVE,LOS ANGELES,CA,90744,15,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.27104,33.7811,POINT (-118.27104 33.7811)
7467028031,8/4/2022 0:00,Single Family,676 W SHEPARD ST,SAN PEDRO,CA,90731,15,KESWICK FINANCIAL GROUP,INGRID PEREZ,562-207-2728,"XFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.29153,33.70713,POINT (-118.29153 33.70713)
6003011023,4/2/2022 0:00,Multi-Family,5972 S NORMANDIE AVE 1-3,LOS ANGELES,CA,90044,9,Selene Finance,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.30006,33.9862,POINT (-118.30006 33.9862)
4248003015,1/4/2022 0:00,Single Family,12210 W MALONE ST,LOS ANGELES,CA,90066,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44331,34.01984,POINT (-118.44331 34.01984)
5430013038,7/6/2022 0:00,Single Family,3834 W UDELL CT,LOS ANGELES,CA,90027,4,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.27579,34.09822,POINT (-118.27579 34.09822)
5565001017,1/7/2022 0:00,Single Family,2776 N LAUREL CANYON PL,LOS ANGELES,CA,90046,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.37357,34.12073,POINT (-118.37357 34.12073)
2728008012,9/14/2022 0:00,Single Family,10416 N TAMPA AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.55344,34.25942,POINT (-118.55344 34.25942)
4106001015,8/11/2022 0:00,Single Family,6055 W 74TH ST,LOS ANGELES,CA,90045,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.39108,33.97407,POINT (-118.39108 33.97407)
5221030013,1/11/2022 0:00,Single Family,5117 E BOHLIG RD,LOS ANGELES,CA,90032,14,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.17224,34.07026,POINT (-118.17224 34.07026)
2229004033,1/13/2022 0:00,Single Family,6914 N TEXHOMA AVE,LOS ANGELES,CA,91406,6,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.51514,34.19606,POINT (-118.51514 34.19606)
5512013021,1/13/2022 0:00,Single Family,200 S VISTA ST,LOS ANGELES,CA,90036,5,Champion Mortgage,Blanca Portillo,972-894-9993,CYPREXX SERVICES C/O New Beginning Properties Inc.,Lourdes Chavez,525  W GRAND REGENCY BLV BLVD  BRANDON FL 33510,877-339-8202,-118.35206,34.07098,POINT (-118.35206 34.07098)
5302010104,10/6/2022 0:00,Single Family,4200 N VIA MARISOL,LOS ANGELES,CA,90042,14,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.18501,34.09495,POINT (-118.18501 34.09495)
6071015010,11/21/2022 0:00,Single Family,823 E 111TH PL,LOS ANGELES,CA,90059,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.26004,33.93552,POINT (-118.26004 33.93552)
2647030043,8/26/2022 0:00,Single Family,9730 N VESPER AVE,LOS ANGELES,CA,91402,6,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Gary's Field Inspection Service,Gary Lopez,13084  S 182nd AVE  Goodyear AZ 85338,209-345-4681,-118.45009,34.2472,POINT (-118.45009 34.2472)
2646004008,2/22/2022 0:00,Single Family,10353 N RINCON AVE,LOS ANGELES,CA,91331,7,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.43037,34.25827,POINT (-118.43037 34.25827)
4360029187,1/10/2022 0:00,Single Family,10445 W WILSHIRE BLVD 1-109,LOS ANGELES,CA,90024,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.43087,34.06606,POINT (-118.43087 34.06606)
5439008001,1/14/2022 0:00,Multi-Family,2617 W IVAN HILL TER,LOS ANGELES,CA,90039,4,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.26068,34.10514,POINT (-118.26068 34.10514)
2024036012,1/6/2022 0:00,Single Family,6849 N NITA AVE,LOS ANGELES,CA,91303,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.61383,34.19514,POINT (-118.61383 34.19514)
5026008002,3/22/2022 0:00,Single Family,4287 W DON LUIS DR,LOS ANGELES,CA,90008,8,none yet,karen kelly,310-795-0591,LRES Corp.,Kathy Golden,765   The City Drive South   Orange CA 92868,714-520-5737,-118.34719,34.00585,POINT (-118.34719 34.00585)
4003007002,1/11/2022 0:00,Single Family,6006 S VERDUN AVE,LOS ANGELES,CA,90043,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.34626,33.98508,POINT (-118.34626 33.98508)
4378016008,1/6/2022 0:00,Single Family,2501 N ROSCOMARE RD,LOS ANGELES,CA,90077,5,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.46354,34.12243,POINT (-118.46354 34.12243)
2322018034,9/21/2022 0:00,Non-Residential,11725   LEMAY ST,LOS ANGELES,CA,91606,2,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.3891872,34.1912816,POINT (-118.3891872 34.1912816)
2106016023,1/5/2022 0:00,Single Family,19819 W STRATHERN ST,LOS ANGELES,CA,91306,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.56506,34.21571,POINT (-118.56506 34.21571)
5572012006,12/20/2022 0:00,Single Family,2240 N CHELAN PL,LOS ANGELES,CA,90068,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.34653,34.11238,POINT (-118.34653 34.11238)
6119012061,1/7/2022 0:00,Single Family,14703 S DENVER AVE,LOS ANGELES,CA,90248,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28457,33.89869,POINT (-118.28457 33.89869)
2156015015,9/29/2022 0:00,Single Family,5712 N DONNA AVE,LOS ANGELES,CA,91356,3,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.54737,34.17502,POINT (-118.54737 34.17502)
5103017019,8/23/2022 0:00,Single Family,921 E 57TH ST,LOS ANGELES,CA,90011,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.25941,33.9908,POINT (-118.25941 33.9908)
6017020013,10/20/2022 0:00,Single Family,2157 W 77TH ST,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.31748,33.9701,POINT (-118.31748 33.9701)
4006034004,9/14/2022 0:00,Single Family,3472 W 71ST ST,LOS ANGELES,CA,90043,8,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.33325,33.97554,POINT (-118.33325 33.97554)
2280021025,5/25/2022 0:00,Single Family,16137 W MEADOWCREST RD,LOS ANGELES,CA,91403,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.4852,34.13594,POINT (-118.4852 34.13594)
4256023027,5/25/2022 0:00,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.43053,34.03527,POINT (-118.43053 34.03527)
2701007123,1/21/2022 0:00,Single Family,19407 W TURTLE RIDGE LANE,LOS ANGELES,CA,91326,12,Bank of America C/O Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.55701,34.29605,POINT (-118.55701 34.29605)
2405020019,2/10/2022 0:00,Single Family,7628 N SECURITY AVE,LOS ANGELES,CA,91504,2,Logix Federal Credit Union,Property Preservation Department,800-669-0340,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.34625,34.20924,POINT (-118.34625 34.20924)
4333012039,4/26/2022 0:00,Multi-Family,8701 W OLYMPIC BLVD,LOS ANGELES,CA,90035,5,1st point lending,alex nelson,310-365-4046,NULL,NULL,,NULL,-118.3816,34.05955,POINT (-118.3816 34.05955)
2357031021,2/2/2022 0:00,Single Family,4829 N WHITSETT AVE,LOS ANGELES,CA,91607,2,US Bank National Association,Carrie Bratcher,800-365-7772,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.40541,34.15841,POINT (-118.40541 34.15841)
2410004022,1/7/2022 0:00,Single Family,7453 N SATSUMA AVE,LOS ANGELES,CA,91352,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.36718,34.20629,POINT (-118.36718 34.20629)
6048026042,1/4/2022 0:00,Single Family,9621 S BEACH ST,LOS ANGELES,CA,90002,15,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.24211,33.94838,POINT (-118.24211 33.94838)
5435009037,1/6/2022 0:00,Single Family,3903 W BOYCE AVE,LOS ANGELES,CA,90039,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.26308,34.12374,POINT (-118.26308 34.12374)
