APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
2116012024,1/3/2023,Single Family,19439 W KESWICK ST,LOS ANGELES,CA,91335,3,LoanCare LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.55703,34.21072,POINT (-118.55703 34.21072)
2116017058,1/10/2023,Single Family,7300 N BONNIE PL,LOS ANGELES,CA,91335,3,"HSBC Bank USA, National Association C/O Altisource Solutions, Inc.",ASHISH TOMAR,866-952-6514,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.55516,34.20307,POINT (-118.55516 34.20307)
2118010014,1/3/2023,Single Family,7509 N AMIGO AVE,LOS ANGELES,CA,91335,3,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53837,34.20697,POINT (-118.53837 34.20697)
2118024020,3/29/2023,Single Family,18848 W VALERIO ST,LOS ANGELES,CA,91335,3,NATIONS DIRECT MORTGAGE,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.54416,34.20461,POINT (-118.54416 34.20461)
2118027020,1/3/2023,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53955,34.20274,POINT (-118.53955 34.20274)
2119002024,2/1/2023,Single Family,18226 W LULL ST,LOS ANGELES,CA,91335,4,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.53082,34.20915,POINT (-118.53082 34.20915)
2120006006,1/20/2023,Single Family,7732 N JAMIESON AVE,LOS ANGELES,CA,91335,4,AmeriSave Mortgage Corporation,Property Preservation,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52133,34.21092,POINT (-118.52133 34.21092)
2121015010,1/4/2023,Single Family,7308 N YARMOUTH AVE,LOS ANGELES,CA,91335,4,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.51955,34.20329,POINT (-118.51955 34.20329)
2123021034,1/12/2023,Single Family,6326 N ZELZAH AVE,LOS ANGELES,CA,91316,4,SERVICEMAC,VALERIE PRICE,803-650-3458,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.52274,34.18468,POINT (-118.52274 34.18468)
2123025011,1/3/2023,Single Family,17820 W ERWIN ST,LOS ANGELES,CA,91316,4,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.52147,34.18378,POINT (-118.52147 34.18378)
2124022024,1/11/2023,Single Family,6215 N LINDLEY AVE,LOS ANGELES,CA,91335,3,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.52743,34.1822,POINT (-118.52743 34.1822)
2125004034,1/10/2023,Single Family,7023 N ETIWANDA AVE,LOS ANGELES,CA,91335,4,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.53181,34.19824,POINT (-118.53181 34.19824)
2125018006,1/30/2023,Single Family,6628 N ETIWANDA AVE,LOS ANGELES,CA,91335,4,"United Asset Management, LLC",Claudio Chavez,714-849-5940,NULL,NULL,,NULL,-118.53154,34.19123,POINT (-118.53154 34.19123)
2125020031,1/2/2023,Single Family,18147 W WELBY WAY,LOS ANGELES,CA,91335,4,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.52903,34.19306,POINT (-118.52903 34.19306)
2126002008,3/30/2023,Single Family,7125 N GEYSER AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.54273,34.20003,POINT (-118.54273 34.20003)
2126010019,1/10/2023,Multi-Family,7024 N YOLANDA AVE,RESEDA,CA,91335,3,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.54027,34.1985,POINT (-118.54027 34.1985)
2126013011,1/9/2023,Single Family,7032 N CREBS AVE,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,"ZBS Law, LLP",Dawn Talavera,30   Corporate Park   Irvine CA 92606,714-848-7920,-118.54355,34.19849,POINT (-118.54355 34.19849)
2126034059,3/13/2023,Single Family,18560 W VANOWEN ST,LOS ANGELES,CA,91335,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.53802,34.19371,POINT (-118.53802 34.19371)
2127006015,1/11/2023,Single Family,6501 N CAPPS AVE,LOS ANGELES,CA,91335,3,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.5396,34.1885,POINT (-118.5396 34.1885)
2127020044,1/3/2023,Single Family,6335 N YOLANDA AVE,LOS ANGELES,CA,91335,3,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.54052,34.1855,POINT (-118.54052 34.1855)
2127022017,1/3/2023,Single Family,18827 W DUNCAN ST,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-338-8202,-118.54349,34.18619,POINT (-118.54349 34.18619)
2128002172,1/3/2023,Single Family,6501  VANALDEN AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.54926,34.18884,POINT (-118.54926 34.18884)
2128003080,1/9/2023,Single Family,19050  KITTRIDGE,LOS ANGELES,CA,91335,3,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Gary's Field Inspection Service,Gary Lopez,13084  S 182nd AVE  Goodyear AZ 85338,209-345-4681,-118.54791,34.1901,POINT (-118.54791 34.1901)
2128003152,1/10/2023,Single Family,19010  KITTRIDGE ST,LOS ANGELES,CA,91335,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.54707,34.1901,POINT (-118.54707 34.1901)
2129021108,3/6/2023,Single Family,6641  WILBUR,LOS ANGELES,CA,91335,3,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.54494,34.19104,POINT (-118.54494 34.19104)
2129021108,3/22/2023,Single Family,6641  WILBUR,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.54494,34.19104,POINT (-118.54494 34.19104)
2129034112,2/23/2023,Non-Residential,19045   GAULT ST,LOS ANGELES,CA,91335,3,FlagStar,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.5481046,34.1993633,POINT (-118.5481046 34.1993633)
2130001014,1/11/2023,Single Family,19553 W ENADIA WAY,LOS ANGELES,CA,91335,3,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.55975,34.20024,POINT (-118.55975 34.20024)
2130004002,1/11/2023,Single Family,7114 N BOTHWELL RD,LOS ANGELES,CA,91335,3,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.56108,34.1997,POINT (-118.56108 34.1997)
2132017008,1/6/2023,Single Family,19642 W FRIAR ST,LOS ANGELES,CA,91335,3,Selene Finance,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.56153,34.18548,POINT (-118.56153 34.18548)
2134040001,1/24/2023,Single Family,6414 N LUBAO AVE,LOS ANGELES,CA,91367,3,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56805,34.18704,POINT (-118.56805 34.18704)
2136019002,1/3/2023,Single Family,20447 W MOBERLY PL,LOS ANGELES,CA,91306,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.57922,34.19205,POINT (-118.57922 34.19205)
2136022002,1/25/2023,Single Family,20306 W HAMLIN ST,LOS ANGELES,CA,91306,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.57579,34.19068,POINT (-118.57579 34.19068)
2137009010,1/11/2023,Single Family,7107 N COZYCROFT AVE,LOS ANGELES,CA,91306,3,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.58245,34.19952,POINT (-118.58245 34.19952)
2137011006,3/30/2023,Single Family,6937 N COZYCROFT AVE,LOS ANGELES,CA,91306,3,Mr Cooper,Paula Acosta,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.58103,34.19583,POINT (-118.58103 34.19583)
2139012005,2/17/2023,Single Family,22340 W HAMLIN ST,LOS ANGELES,CA,91303,3,Selene Finance,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.61335,34.18902,POINT (-118.61335 34.18902)
2146002151,1/3/2023,Single Family,6221 1/2 N NITA AVE,WOODLAND HILLS,CA,91367,3,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61422,34.18444,POINT (-118.61422 34.18444)
2146008098,3/27/2023,Single Family,22141  BURBANK,LOS ANGELES,CA,91367,3,Rocket Mortgage LLC,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.60846,34.17211,POINT (-118.60846 34.17211)
2146025001,1/6/2023,Multi-Family,22050 W CALVERT ST 1-17,LOS ANGELES,CA,91367,3,"National Cooperative Bank, N.A.",Doug Forkner,937-393-4246,Spectrum,Carlie Nuttal,220  E Morris AVE 400 Salt Lake City UT 84115,800-461-8359,-118.60818,34.18088,POINT (-118.60818 34.18088)
2146027162,1/5/2023,Single Family,6221 1/2 N NITA AVE,WOODLAND HILLS,CA,91367,3,AIAA HOME HOLDINGS LLC,Arthur Toukhlandjian,818-651-5355,AIAA Home Holdings LLC,Arthur Toukhlandjian,701  N brand blvd  glendale ca 91203,818-651-5355,-118.61422,34.18444,POINT (-118.61422 34.18444)
2146032173,2/28/2023,Single Family,22100 W BURBANK BLVD,LOS ANGELES,CA,91367,3,"JPMorgan Chase Bank, N.A.",Operations Specialist I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.60914,34.17171,POINT (-118.60914 34.17171)
2157009024,2/23/2023,Single Family,5740 N ETIWANDA AVE,LOS ANGELES,CA,91356,3,FlagStar,Eric Moore,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.53069,34.17593,POINT (-118.53069 34.17593)
2146036055,1/10/2023,Single Family,5535  CANOGA AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.59765,34.17133,POINT (-118.59765 34.17133)
2146041091,3/29/2023,Single Family,21400 W BURBANK BLVD,WOODLAND HILLS,CA,91367,3,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.59966,34.17312,POINT (-118.59966 34.17312)
2148020001,1/5/2023,Single Family,20611 W LEMAY ST,LOS ANGELES,CA,91306,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.58204,34.19139,POINT (-118.58204 34.19139)
2149015025,3/10/2023,Single Family,20850 W MARTHA ST,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.5873,34.17258,POINT (-118.5873 34.17258)
2151011024,1/2/2023,Single Family,5700 N MCDONIE AVE,LOS ANGELES,CA,91367,3,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.57608,34.17426,POINT (-118.57608 34.17426)
2151013075,1/11/2023,Single Family,5631 N KEOKUK AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.57644,34.17316,POINT (-118.57644 34.17316)
2151038032,1/3/2023,Single Family,20734 W CLARK ST,LOS ANGELES,CA,91367,3,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.58386,34.16865,POINT (-118.58386 34.16865)
2151038040,1/5/2023,Single Family,20650 W CLARK ST,LOS ANGELES,CA,91367,3,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.58181,34.16896,POINT (-118.58181 34.16896)
2153010024,1/25/2023,Single Family,6252 N LUBAO AVE,LOS ANGELES,CA,91367,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.56576,34.18397,POINT (-118.56576 34.18397)
2153022002,1/18/2023,Single Family,6241 N CORBIN AVE,LOS ANGELES,CA,91356,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.56248,34.18375,POINT (-118.56248 34.18375)
2153022032,1/26/2023,Single Family,6117 N CORBIN AVE,LOS ANGELES,CA,91356,3,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.56246,34.18157,POINT (-118.56246 34.18157)
2153026031,1/26/2023,Single Family,5650 N MELVIN AVE,LOS ANGELES,CA,91356,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.55988,34.17435,POINT (-118.55988 34.17435)
2153028021,2/9/2023,Single Family,6126 N MELVIN AVE,LOS ANGELES,CA,91356,3,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.55981,34.18168,POINT (-118.55981 34.18168)
2153035022,3/20/2023,Single Family,6028 N CALVIN AVE,LOS ANGELES,CA,91356,3,U.S. Bank National Association,Ashish Tomar,866-952-6514,"Mortgage Contracting Services, LLC",Code Compliance,350   Highland Suite 100 DR  Lewisville TX 75067,469-341-9169,-118.55544,34.17989,POINT (-118.55544 34.17989)
2153036001,1/10/2023,Single Family,6201 N PENFIELD AVE,LOS ANGELES,CA,91367,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.56776,34.18203,POINT (-118.56776 34.18203)
2156002018,1/23/2023,Single Family,6006 N EVENHAIM LANE,LOS ANGELES,CA,91356,3,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.55308,34.18011,POINT (-118.55308 34.18011)
2156012035,1/10/2023,Single Family,5837 N DONNA AVE,LOS ANGELES,CA,91356,3,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.54767,34.17685,POINT (-118.54767 34.17685)
2156015015,1/2/2023,Single Family,5712 N DONNA AVE,LOS ANGELES,CA,91356,3,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.54737,34.17502,POINT (-118.54737 34.17502)
2156026074,1/10/2023,Single Family,18640  COLLINS ST,LOS ANGELES,CA,91356,3,Select Portfolio Servicing,Conrad Stribakos,801-594-6133,Equity Union,Stephanie Vitacco,16820   Ventura BLVD  Encino CA 91436,818-576-1685,-118.53987,34.1744,POINT (-118.53987 34.1744)
2156026074,2/20/2023,Single Family,18640  COLLINS ST,LOS ANGELES,CA,91356,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Equity Union,Stephanie Vitacco,16820   Ventura BLVD  Encino CA 91436,818-576-1685,-118.53987,34.1744,POINT (-118.53987 34.1744)
2156028147,1/4/2023,Single Family,18550  HATTERAS,LOS ANGELES,CA,91423,3,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.53773,34.17726,POINT (-118.53773 34.17726)
2156029100,1/3/2023,Single Family,18620  HATTERAS,TARZANA,CA,91356,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53971,34.17702,POINT (-118.53971 34.17702)
2157004040,1/9/2023,Single Family,18404 W HATTERAS ST,LOS ANGELES,CA,91356,3,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.53359,34.17732,POINT (-118.53359 34.17732)
2157004040,1/26/2023,Single Family,18404 W HATTERAS ST,LOS ANGELES,CA,91356,3,Mr Cooper,Paula Acosta,888-456-0714,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.53359,34.17732,POINT (-118.53359 34.17732)
2157008011,1/5/2023,Single Family,5644   ETIWANDA AVE,LOS ANGELES,CA,91356,3,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.53068,34.17386,POINT (-118.53068 34.17386)
2159006001,1/25/2023,Single Family,18029 W BURBANK BLVD,LOS ANGELES,CA,91316,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.52534,34.17236,POINT (-118.52534 34.17236)
2159030014,1/3/2023,Single Family,17827 W MIRANDA ST,LOS ANGELES,CA,91316,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.52121,34.17465,POINT (-118.52121 34.17465)
2160018159,3/22/2023,Single Family,5477 N NESTLE AVE,LOS ANGELES,CA,91356,3,"1 Oak Grand, LLC",Daniel Singer,949-449-1574,SINGER LAW GROUP,Daniel Singer,2601   Main ST 950 IRVINE CA 92614,949-449-1574,-118.5299,34.1703,POINT (-118.5299 34.1703)
2161018005,1/11/2023,Single Family,5300 N RESEDA BLVD,LOS ANGELES,CA,91335,3,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.53678,34.16719,POINT (-118.53678 34.16719)
2161018058,1/23/2023,Single Family,5326 N RESEDA BLVD,LOS ANGELES,CA,91356,3,PNC MORTGAGE,MARIA CROSS,937-913-7352,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.53645,34.16766,POINT (-118.53645 34.16766)
2162009130,3/30/2023,Single Family,5400 N NEWCASTLE AVE,ENCINO,CA,91316,4,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Property Preservation,7887   Safeguard Circle   Valley View OH 44125,800-852-8306,-118.52422,34.16881,POINT (-118.52422 34.16881)
2162010030,1/17/2023,Single Family,17815 W MARGATE ST,ENCINO,CA,91316,4,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.52042,34.16959,POINT (-118.52042 34.16959)
2162012023,1/11/2023,Single Family,17836  MAGNOLIA BLVD,ENCINO,CA,91316,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52188,34.16513,POINT (-118.52188 34.16513)
2163011004,1/3/2023,Single Family,19222 W LINNET ST,LOS ANGELES,CA,91356,3,Provident Funding,Derrek Chiddix,800-696-8199,National Field Representatives,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.55184,34.16897,POINT (-118.55184 34.16897)
2163023013,1/24/2023,Single Family,19052 W SANTA RITA ST,LOS ANGELES,CA,91356,3,Selene Finance LP,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.54832,34.16756,POINT (-118.54832 34.16756)
2166027017,3/28/2023,Single Family,5050 N SERRANIA AVE,LOS ANGELES,CA,91364,3,M&T Bank,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.58816,34.16187,POINT (-118.58816 34.16187)
